SEASON_YEAR,GAME_ID,GAME_DATE,HOME_TEAM,HOME_TEAM_ABBREVIATION,AWAY_TEAM,AWAY_TEAM_ABBREVIATION,HOME_POINTS,AWAY_POINTS,WINNER
2018-19,21801145,2019-03-31,Atlanta Hawks,ATL,Milwaukee Bucks,MIL,136,135,Atlanta Hawks
2018-19,21801146,2019-03-31,Oklahoma City Thunder,OKC,Dallas Mavericks,DAL,103,106,Dallas Mavericks
2018-19,21801147,2019-03-31,New Orleans Pelicans,NOP,Los Angeles Lakers,LAL,102,130,Los Angeles Lakers
2018-19,21801148,2019-03-31,Denver Nuggets,DEN,Washington Wizards,WAS,90,95,Washington Wizards
2018-19,21801149,2019-03-31,San Antonio Spurs,SAS,Sacramento Kings,SAC,106,113,Sacramento Kings
2018-19,21801150,2019-03-31,Golden State Warriors,GSW,Charlotte Hornets,CHA,137,90,Golden State Warriors
2018-19,21801151,2019-03-31,LA Clippers,LAC,Memphis Grizzlies,MEM,113,96,LA Clippers
2018-19,21801152,2019-04-01,Indiana Pacers,IND,Detroit Pistons,DET,111,102,Indiana Pacers
2018-19,21801153,2019-04-01,Boston Celtics,BOS,Miami Heat,MIA,110,105,Boston Celtics
2018-19,21801154,2019-04-01,Brooklyn Nets,BKN,Milwaukee Bucks,MIL,121,131,Milwaukee Bucks
2018-19,21801155,2019-04-01,New York Knicks,NYK,Chicago Bulls,CHI,113,105,New York Knicks
2018-19,21801156,2019-04-01,Toronto Raptors,TOR,Orlando Magic,ORL,121,109,Toronto Raptors
2018-19,21801157,2019-04-01,Minnesota Timberwolves,MIN,Portland Trail Blazers,POR,122,132,Portland Trail Blazers
2018-19,21801158,2019-04-01,Dallas Mavericks,DAL,Philadelphia 76ers,PHI,122,102,Dallas Mavericks
2018-19,21801159,2019-04-01,Utah Jazz,UTA,Charlotte Hornets,CHA,111,102,Utah Jazz
2018-19,21801160,2019-04-01,Phoenix Suns,PHX,Cleveland Cavaliers,CLE,122,113,Phoenix Suns
2018-19,21801161,2019-04-02,Oklahoma City Thunder,OKC,Los Angeles Lakers,LAL,119,103,Oklahoma City Thunder
2018-19,21801162,2019-04-02,San Antonio Spurs,SAS,Atlanta Hawks,ATL,117,111,San Antonio Spurs
2018-19,21801163,2019-04-02,Sacramento Kings,SAC,Houston Rockets,HOU,105,130,Houston Rockets
2018-19,21801164,2019-04-02,Golden State Warriors,GSW,Denver Nuggets,DEN,116,102,Golden State Warriors
2018-19,21801165,2019-04-03,Detroit Pistons,DET,Indiana Pacers,IND,89,108,Indiana Pacers
2018-19,21801166,2019-04-03,Orlando Magic,ORL,New York Knicks,NYK,114,100,Orlando Magic
2018-19,21801167,2019-04-03,Washington Wizards,WAS,Chicago Bulls,CHI,114,115,Chicago Bulls
2018-19,21801168,2019-04-03,Atlanta Hawks,ATL,Philadelphia 76ers,PHI,130,122,Atlanta Hawks
2018-19,21801169,2019-04-03,Brooklyn Nets,BKN,Toronto Raptors,TOR,105,115,Toronto Raptors
2018-19,21801170,2019-04-03,Miami Heat,MIA,Boston Celtics,BOS,102,112,Boston Celtics
2018-19,21801171,2019-04-03,New Orleans Pelicans,NOP,Charlotte Hornets,CHA,109,115,Charlotte Hornets
2018-19,21801172,2019-04-03,Dallas Mavericks,DAL,Minnesota Timberwolves,MIN,108,110,Minnesota Timberwolves
2018-19,21801173,2019-04-03,Denver Nuggets,DEN,San Antonio Spurs,SAS,113,85,Denver Nuggets
2018-19,21801174,2019-04-03,Phoenix Suns,PHX,Utah Jazz,UTA,97,118,Utah Jazz
2018-19,21801175,2019-04-03,Portland Trail Blazers,POR,Memphis Grizzlies,MEM,116,89,Portland Trail Blazers
2018-19,21801176,2019-04-03,LA Clippers,LAC,Houston Rockets,HOU,103,135,Houston Rockets
2018-19,21801177,2019-04-04,Philadelphia 76ers,PHI,Milwaukee Bucks,MIL,122,128,Milwaukee Bucks
2018-19,21801178,2019-04-04,Sacramento Kings,SAC,Cleveland Cavaliers,CLE,117,104,Sacramento Kings
2018-19,21801179,2019-04-04,Los Angeles Lakers,LAL,Golden State Warriors,GSW,90,108,Golden State Warriors
2018-19,21801180,2019-04-05,Charlotte Hornets,CHA,Toronto Raptors,TOR,113,111,Charlotte Hornets
2018-19,21801181,2019-04-05,Orlando Magic,ORL,Atlanta Hawks,ATL,149,113,Orlando Magic
2018-19,21801182,2019-04-05,Washington Wizards,WAS,San Antonio Spurs,SAS,112,129,San Antonio Spurs
2018-19,21801183,2019-04-05,Indiana Pacers,IND,Boston Celtics,BOS,97,117,Boston Celtics
2018-19,21801184,2019-04-05,Houston Rockets,HOU,New York Knicks,NYK,120,96,Houston Rockets
2018-19,21801185,2019-04-05,Minnesota Timberwolves,MIN,Miami Heat,MIA,111,109,Minnesota Timberwolves
2018-19,21801186,2019-04-05,Oklahoma City Thunder,OKC,Detroit Pistons,DET,123,110,Oklahoma City Thunder
2018-19,21801187,2019-04-05,Dallas Mavericks,DAL,Memphis Grizzlies,MEM,112,122,Memphis Grizzlies
2018-19,21801188,2019-04-05,Utah Jazz,UTA,Sacramento Kings,SAC,119,98,Utah Jazz
2018-19,21801189,2019-04-05,Phoenix Suns,PHX,New Orleans Pelicans,NOP,133,126,Phoenix Suns
2018-19,21801190,2019-04-05,Denver Nuggets,DEN,Portland Trail Blazers,POR,119,110,Denver Nuggets
2018-19,21801191,2019-04-05,Golden State Warriors,GSW,Cleveland Cavaliers,CLE,120,114,Golden State Warriors
2018-19,21801192,2019-04-05,LA Clippers,LAC,Los Angeles Lakers,LAL,117,122,Los Angeles Lakers
2018-19,21801193,2019-04-06,Milwaukee Bucks,MIL,Brooklyn Nets,BKN,128,133,Brooklyn Nets
2018-19,21801194,2019-04-06,Chicago Bulls,CHI,Philadelphia 76ers,PHI,96,116,Philadelphia 76ers
2018-19,21801195,2019-04-07,Toronto Raptors,TOR,Miami Heat,MIA,117,109,Toronto Raptors
2018-19,21801196,2019-04-07,Cleveland Cavaliers,CLE,San Antonio Spurs,SAS,90,112,San Antonio Spurs
2018-19,21801197,2019-04-07,Minnesota Timberwolves,MIN,Oklahoma City Thunder,OKC,126,132,Oklahoma City Thunder
2018-19,21801198,2019-04-07,Detroit Pistons,DET,Charlotte Hornets,CHA,91,104,Charlotte Hornets
2018-19,21801199,2019-04-07,Indiana Pacers,IND,Brooklyn Nets,BKN,96,108,Brooklyn Nets
2018-19,21801200,2019-04-07,Houston Rockets,HOU,Phoenix Suns,PHX,149,113,Houston Rockets
2018-19,21801201,2019-04-07,Memphis Grizzlies,MEM,Dallas Mavericks,DAL,127,129,Dallas Mavericks
2018-19,21801202,2019-04-07,Milwaukee Bucks,MIL,Atlanta Hawks,ATL,115,107,Milwaukee Bucks
2018-19,21801203,2019-04-07,Boston Celtics,BOS,Orlando Magic,ORL,108,116,Orlando Magic
2018-19,21801204,2019-04-07,New York Knicks,NYK,Washington Wizards,WAS,113,110,New York Knicks
2018-19,21801205,2019-04-07,Golden State Warriors,GSW,LA Clippers,LAC,131,104,Golden State Warriors
2018-19,21801206,2019-04-07,Portland Trail Blazers,POR,Denver Nuggets,DEN,115,108,Portland Trail Blazers
2018-19,21801207,2019-04-07,Sacramento Kings,SAC,New Orleans Pelicans,NOP,129,133,New Orleans Pelicans
2018-19,21801208,2019-04-07,Los Angeles Lakers,LAL,Utah Jazz,UTA,113,109,Los Angeles Lakers
2018-19,21801209,2019-04-09,Cleveland Cavaliers,CLE,Charlotte Hornets,CHA,97,124,Charlotte Hornets
2018-19,21801210,2019-04-09,Detroit Pistons,DET,Memphis Grizzlies,MEM,100,93,Detroit Pistons
2018-19,21801211,2019-04-09,Washington Wizards,WAS,Boston Celtics,BOS,110,116,Boston Celtics
2018-19,21801212,2019-04-09,Miami Heat,MIA,Philadelphia 76ers,PHI,122,99,Miami Heat
2018-19,21801213,2019-04-09,Chicago Bulls,CHI,New York Knicks,NYK,86,96,New York Knicks
2018-19,21801214,2019-04-09,Minnesota Timberwolves,MIN,Toronto Raptors,TOR,100,120,Toronto Raptors
2018-19,21801215,2019-04-09,New Orleans Pelicans,NOP,Golden State Warriors,GSW,103,112,Golden State Warriors
2018-19,21801216,2019-04-09,Dallas Mavericks,DAL,Phoenix Suns,PHX,120,109,Dallas Mavericks
2018-19,21801217,2019-04-09,Utah Jazz,UTA,Denver Nuggets,DEN,118,108,Utah Jazz
2018-19,21801218,2019-04-09,Oklahoma City Thunder,OKC,Houston Rockets,HOU,112,111,Oklahoma City Thunder
2018-19,21801219,2019-04-09,Los Angeles Lakers,LAL,Portland Trail Blazers,POR,101,104,Portland Trail Blazers
2018-19,21801220,2019-04-10,Atlanta Hawks,ATL,Indiana Pacers,IND,134,135,Indiana Pacers
2018-19,21801221,2019-04-10,Brooklyn Nets,BKN,Miami Heat,MIA,113,94,Brooklyn Nets
2018-19,21801222,2019-04-10,Charlotte Hornets,CHA,Orlando Magic,ORL,114,122,Orlando Magic
2018-19,21801223,2019-04-10,New York Knicks,NYK,Detroit Pistons,DET,89,115,Detroit Pistons
2018-19,21801224,2019-04-10,Philadelphia 76ers,PHI,Chicago Bulls,CHI,125,109,Philadelphia 76ers
2018-19,21801225,2019-04-10,Memphis Grizzlies,MEM,Golden State Warriors,GSW,132,117,Memphis Grizzlies
2018-19,21801226,2019-04-10,Milwaukee Bucks,MIL,Oklahoma City Thunder,OKC,116,127,Oklahoma City Thunder
2018-19,21801227,2019-04-10,San Antonio Spurs,SAS,Dallas Mavericks,DAL,105,94,San Antonio Spurs
2018-19,21801228,2019-04-10,Denver Nuggets,DEN,Minnesota Timberwolves,MIN,99,95,Denver Nuggets
2018-19,21801229,2019-04-10,LA Clippers,LAC,Utah Jazz,UTA,143,137,LA Clippers
2018-19,21801230,2019-04-10,Portland Trail Blazers,POR,Sacramento Kings,SAC,136,131,Portland Trail Blazers
2019-20,21900001,2019-10-22,Toronto Raptors,TOR,New Orleans Pelicans,NOP,130,122,Toronto Raptors
2019-20,21900002,2019-10-22,LA Clippers,LAC,Los Angeles Lakers,LAL,112,102,LA Clippers
2019-20,21900003,2019-10-23,Charlotte Hornets,CHA,Chicago Bulls,CHI,126,125,Charlotte Hornets
2019-20,21900004,2019-10-23,Indiana Pacers,IND,Detroit Pistons,DET,110,119,Detroit Pistons
2019-20,21900005,2019-10-23,Orlando Magic,ORL,Cleveland Cavaliers,CLE,94,85,Orlando Magic
2019-20,21900006,2019-10-23,Brooklyn Nets,BKN,Minnesota Timberwolves,MIN,126,127,Minnesota Timberwolves
2019-20,21900007,2019-10-23,Miami Heat,MIA,Memphis Grizzlies,MEM,120,101,Miami Heat
2019-20,21900008,2019-10-23,Philadelphia 76ers,PHI,Boston Celtics,BOS,107,93,Philadelphia 76ers
2019-20,21900009,2019-10-23,Dallas Mavericks,DAL,Washington Wizards,WAS,108,100,Dallas Mavericks
2019-20,21900010,2019-10-23,San Antonio Spurs,SAS,New York Knicks,NYK,120,111,San Antonio Spurs
2019-20,21900011,2019-10-23,Utah Jazz,UTA,Oklahoma City Thunder,OKC,100,95,Utah Jazz
2019-20,21900012,2019-10-23,Phoenix Suns,PHX,Sacramento Kings,SAC,124,95,Phoenix Suns
2019-20,21900013,2019-10-23,Portland Trail Blazers,POR,Denver Nuggets,DEN,100,108,Denver Nuggets
2019-20,21900014,2019-10-24,Detroit Pistons,DET,Atlanta Hawks,ATL,100,117,Atlanta Hawks
2019-20,21900015,2019-10-24,Houston Rockets,HOU,Milwaukee Bucks,MIL,111,117,Milwaukee Bucks
2019-20,21900016,2019-10-24,Golden State Warriors,GSW,LA Clippers,LAC,122,141,LA Clippers
2019-20,21900017,2019-10-25,Boston Celtics,BOS,Toronto Raptors,TOR,112,106,Boston Celtics
2019-20,21900018,2019-10-25,Charlotte Hornets,CHA,Minnesota Timberwolves,MIN,99,121,Minnesota Timberwolves
2019-20,21900019,2019-10-25,Brooklyn Nets,BKN,New York Knicks,NYK,113,109,Brooklyn Nets
2019-20,21900020,2019-10-25,Memphis Grizzlies,MEM,Chicago Bulls,CHI,102,110,Chicago Bulls
2019-20,21900021,2019-10-25,New Orleans Pelicans,NOP,Dallas Mavericks,DAL,116,123,Dallas Mavericks
2019-20,21900022,2019-10-25,Oklahoma City Thunder,OKC,Washington Wizards,WAS,85,97,Washington Wizards
2019-20,21900023,2019-10-25,Denver Nuggets,DEN,Phoenix Suns,PHX,108,107,Denver Nuggets
2019-20,21900024,2019-10-25,Sacramento Kings,SAC,Portland Trail Blazers,POR,112,122,Portland Trail Blazers
2019-20,21900025,2019-10-25,Los Angeles Lakers,LAL,Utah Jazz,UTA,95,86,Los Angeles Lakers
2019-20,21900026,2019-10-26,Milwaukee Bucks,MIL,Miami Heat,MIA,126,131,Miami Heat
2019-20,21900027,2019-10-26,Detroit Pistons,DET,Philadelphia 76ers,PHI,111,117,Philadelphia 76ers
2019-20,21900028,2019-10-26,Atlanta Hawks,ATL,Orlando Magic,ORL,103,99,Atlanta Hawks
2019-20,21900029,2019-10-26,New York Knicks,NYK,Boston Celtics,BOS,95,118,Boston Celtics
2019-20,21900030,2019-10-26,Cleveland Cavaliers,CLE,Indiana Pacers,IND,110,99,Cleveland Cavaliers
2019-20,21900031,2019-10-26,Chicago Bulls,CHI,Toronto Raptors,TOR,84,108,Toronto Raptors
2019-20,21900032,2019-10-26,Houston Rockets,HOU,New Orleans Pelicans,NOP,126,123,Houston Rockets
2019-20,21900033,2019-10-26,San Antonio Spurs,SAS,Washington Wizards,WAS,124,122,San Antonio Spurs
2019-20,21900034,2019-10-26,Utah Jazz,UTA,Sacramento Kings,SAC,113,81,Utah Jazz
2019-20,21900035,2019-10-26,Phoenix Suns,PHX,LA Clippers,LAC,130,122,Phoenix Suns
2019-20,21900036,2019-10-27,Oklahoma City Thunder,OKC,Golden State Warriors,GSW,120,92,Oklahoma City Thunder
2019-20,21900037,2019-10-27,Memphis Grizzlies,MEM,Brooklyn Nets,BKN,134,133,Memphis Grizzlies
2019-20,21900038,2019-10-27,Dallas Mavericks,DAL,Portland Trail Blazers,POR,119,121,Portland Trail Blazers
2019-20,21900039,2019-10-27,Minnesota Timberwolves,MIN,Miami Heat,MIA,116,109,Minnesota Timberwolves
2019-20,21900040,2019-10-27,Los Angeles Lakers,LAL,Charlotte Hornets,CHA,120,101,Los Angeles Lakers
2019-20,21900041,2019-10-28,Detroit Pistons,DET,Indiana Pacers,IND,96,94,Detroit Pistons
2019-20,21900042,2019-10-28,New York Knicks,NYK,Chicago Bulls,CHI,105,98,New York Knicks
2019-20,21900043,2019-10-28,Atlanta Hawks,ATL,Philadelphia 76ers,PHI,103,105,Philadelphia 76ers
2019-20,21900044,2019-10-28,Toronto Raptors,TOR,Orlando Magic,ORL,104,95,Toronto Raptors
2019-20,21900045,2019-10-28,Houston Rockets,HOU,Oklahoma City Thunder,OKC,116,112,Houston Rockets
2019-20,21900046,2019-10-28,Milwaukee Bucks,MIL,Cleveland Cavaliers,CLE,129,112,Milwaukee Bucks
2019-20,21900047,2019-10-28,New Orleans Pelicans,NOP,Golden State Warriors,GSW,123,134,Golden State Warriors
2019-20,21900048,2019-10-28,San Antonio Spurs,SAS,Portland Trail Blazers,POR,113,110,San Antonio Spurs
2019-20,21900049,2019-10-28,Phoenix Suns,PHX,Utah Jazz,UTA,95,96,Utah Jazz
2019-20,21900050,2019-10-28,Sacramento Kings,SAC,Denver Nuggets,DEN,94,101,Denver Nuggets
2019-20,21900051,2019-10-28,LA Clippers,LAC,Charlotte Hornets,CHA,111,96,LA Clippers
2019-20,21900052,2019-10-29,Miami Heat,MIA,Atlanta Hawks,ATL,112,97,Miami Heat
2019-20,21900053,2019-10-29,Denver Nuggets,DEN,Dallas Mavericks,DAL,106,109,Dallas Mavericks
2019-20,21900054,2019-10-29,Los Angeles Lakers,LAL,Memphis Grizzlies,MEM,120,91,Los Angeles Lakers
2019-20,21900055,2019-10-30,Cleveland Cavaliers,CLE,Chicago Bulls,CHI,117,111,Cleveland Cavaliers
2019-20,21900056,2019-10-30,Orlando Magic,ORL,New York Knicks,NYK,95,83,Orlando Magic
2019-20,21900057,2019-10-30,Philadelphia 76ers,PHI,Minnesota Timberwolves,MIN,117,95,Philadelphia 76ers
2019-20,21900058,2019-10-30,Boston Celtics,BOS,Milwaukee Bucks,MIL,116,105,Boston Celtics
2019-20,21900059,2019-10-30,Brooklyn Nets,BKN,Indiana Pacers,IND,108,118,Indiana Pacers
2019-20,21900060,2019-10-30,Toronto Raptors,TOR,Detroit Pistons,DET,125,113,Toronto Raptors
2019-20,21900061,2019-10-30,Washington Wizards,WAS,Houston Rockets,HOU,158,159,Houston Rockets
2019-20,21900062,2019-10-30,Oklahoma City Thunder,OKC,Portland Trail Blazers,POR,99,102,Portland Trail Blazers
2019-20,21900063,2019-10-30,Utah Jazz,UTA,LA Clippers,LAC,110,96,Utah Jazz
2019-20,21900064,2019-10-30,Sacramento Kings,SAC,Charlotte Hornets,CHA,111,118,Charlotte Hornets
2019-20,21900065,2019-10-30,Golden State Warriors,GSW,Phoenix Suns,PHX,110,121,Phoenix Suns
2019-20,21900066,2019-10-31,Atlanta Hawks,ATL,Miami Heat,MIA,97,106,Miami Heat
2019-20,21900067,2019-10-31,New Orleans Pelicans,NOP,Denver Nuggets,DEN,122,107,New Orleans Pelicans
2019-20,21900068,2019-10-31,LA Clippers,LAC,San Antonio Spurs,SAS,103,97,LA Clippers
2019-20,21900069,2019-11-01,Brooklyn Nets,BKN,Houston Rockets,HOU,123,116,Brooklyn Nets
2019-20,21900070,2019-11-01,Indiana Pacers,IND,Cleveland Cavaliers,CLE,102,95,Indiana Pacers
2019-20,21900071,2019-11-01,Orlando Magic,ORL,Milwaukee Bucks,MIL,91,123,Milwaukee Bucks
2019-20,21900072,2019-11-01,Boston Celtics,BOS,New York Knicks,NYK,104,102,Boston Celtics
2019-20,21900073,2019-11-01,Chicago Bulls,CHI,Detroit Pistons,DET,112,106,Chicago Bulls
2019-20,21900074,2019-11-01,Dallas Mavericks,DAL,Los Angeles Lakers,LAL,110,119,Los Angeles Lakers
2019-20,21900075,2019-11-01,Sacramento Kings,SAC,Utah Jazz,UTA,102,101,Sacramento Kings
2019-20,21900076,2019-11-01,Golden State Warriors,GSW,San Antonio Spurs,SAS,110,127,San Antonio Spurs
2019-20,21900077,2019-11-02,Oklahoma City Thunder,OKC,New Orleans Pelicans,NOP,115,104,Oklahoma City Thunder
2019-20,21900078,2019-11-02,Detroit Pistons,DET,Brooklyn Nets,BKN,113,109,Detroit Pistons
2019-20,21900079,2019-11-02,Orlando Magic,ORL,Denver Nuggets,DEN,87,91,Denver Nuggets
2019-20,21900080,2019-11-02,Washington Wizards,WAS,Minnesota Timberwolves,MIN,109,131,Minnesota Timberwolves
2019-20,21900081,2019-11-02,Memphis Grizzlies,MEM,Phoenix Suns,PHX,105,114,Phoenix Suns
2019-20,21900082,2019-11-02,Milwaukee Bucks,MIL,Toronto Raptors,TOR,115,105,Milwaukee Bucks
2019-20,21900083,2019-11-02,Golden State Warriors,GSW,Charlotte Hornets,CHA,87,93,Charlotte Hornets
2019-20,21900084,2019-11-02,Portland Trail Blazers,POR,Philadelphia 76ers,PHI,128,129,Philadelphia 76ers
2019-20,21900085,2019-11-03,Indiana Pacers,IND,Chicago Bulls,CHI,108,95,Indiana Pacers
2019-20,21900086,2019-11-03,Miami Heat,MIA,Houston Rockets,HOU,129,100,Miami Heat
2019-20,21900087,2019-11-03,New York Knicks,NYK,Sacramento Kings,SAC,92,113,Sacramento Kings
2019-20,21900088,2019-11-03,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,96,103,Los Angeles Lakers
2019-20,21900089,2019-11-03,Cleveland Cavaliers,CLE,Dallas Mavericks,DAL,111,131,Dallas Mavericks
2019-20,21900090,2019-11-03,LA Clippers,LAC,Utah Jazz,UTA,105,94,LA Clippers
2019-20,21900091,2019-11-04,Washington Wizards,WAS,Detroit Pistons,DET,115,99,Washington Wizards
2019-20,21900092,2019-11-04,Brooklyn Nets,BKN,New Orleans Pelicans,NOP,135,125,Brooklyn Nets
2019-20,21900093,2019-11-04,Memphis Grizzlies,MEM,Houston Rockets,HOU,100,107,Houston Rockets
2019-20,21900094,2019-11-04,Minnesota Timberwolves,MIN,Milwaukee Bucks,MIL,106,134,Milwaukee Bucks
2019-20,21900095,2019-11-04,Phoenix Suns,PHX,Philadelphia 76ers,PHI,114,109,Phoenix Suns
2019-20,21900096,2019-11-04,Golden State Warriors,GSW,Portland Trail Blazers,POR,127,118,Golden State Warriors
2019-20,21900097,2019-11-05,Charlotte Hornets,CHA,Indiana Pacers,IND,122,120,Charlotte Hornets
2019-20,21900098,2019-11-05,Cleveland Cavaliers,CLE,Boston Celtics,BOS,113,119,Boston Celtics
2019-20,21900099,2019-11-05,Atlanta Hawks,ATL,San Antonio Spurs,SAS,108,100,Atlanta Hawks
2019-20,21900100,2019-11-05,Chicago Bulls,CHI,Los Angeles Lakers,LAL,112,118,Los Angeles Lakers
2019-20,21900101,2019-11-05,Oklahoma City Thunder,OKC,Orlando Magic,ORL,102,94,Oklahoma City Thunder
2019-20,21900102,2019-11-05,Denver Nuggets,DEN,Miami Heat,MIA,109,89,Denver Nuggets
2019-20,21900103,2019-11-06,Detroit Pistons,DET,New York Knicks,NYK,122,102,Detroit Pistons
2019-20,21900104,2019-11-06,Indiana Pacers,IND,Washington Wizards,WAS,121,106,Indiana Pacers
2019-20,21900105,2019-11-06,Atlanta Hawks,ATL,Chicago Bulls,CHI,93,113,Chicago Bulls
2019-20,21900106,2019-11-06,Toronto Raptors,TOR,Sacramento Kings,SAC,124,120,Toronto Raptors
2019-20,21900107,2019-11-06,Houston Rockets,HOU,Golden State Warriors,GSW,129,112,Houston Rockets
2019-20,21900108,2019-11-06,Memphis Grizzlies,MEM,Minnesota Timberwolves,MIN,137,121,Memphis Grizzlies
2019-20,21900109,2019-11-06,Dallas Mavericks,DAL,Orlando Magic,ORL,107,106,Dallas Mavericks
2019-20,21900110,2019-11-06,Utah Jazz,UTA,Philadelphia 76ers,PHI,106,104,Utah Jazz
2019-20,21900111,2019-11-06,LA Clippers,LAC,Milwaukee Bucks,MIL,124,129,Milwaukee Bucks
2019-20,21900112,2019-11-07,Charlotte Hornets,CHA,Boston Celtics,BOS,87,108,Boston Celtics
2019-20,21900113,2019-11-07,San Antonio Spurs,SAS,Oklahoma City Thunder,OKC,121,112,San Antonio Spurs
2019-20,21900114,2019-11-07,Phoenix Suns,PHX,Miami Heat,MIA,108,124,Miami Heat
2019-20,21900115,2019-11-07,LA Clippers,LAC,Portland Trail Blazers,POR,107,101,LA Clippers
2019-20,21900116,2019-11-08,Indiana Pacers,IND,Detroit Pistons,DET,112,106,Indiana Pacers
2019-20,21900117,2019-11-08,Orlando Magic,ORL,Memphis Grizzlies,MEM,118,86,Orlando Magic
2019-20,21900118,2019-11-08,Washington Wizards,WAS,Cleveland Cavaliers,CLE,100,113,Cleveland Cavaliers
2019-20,21900119,2019-11-08,Atlanta Hawks,ATL,Sacramento Kings,SAC,109,121,Sacramento Kings
2019-20,21900120,2019-11-08,Minnesota Timberwolves,MIN,Golden State Warriors,GSW,125,119,Minnesota Timberwolves
2019-20,21900121,2019-11-08,New Orleans Pelicans,NOP,Toronto Raptors,TOR,104,122,Toronto Raptors
2019-20,21900122,2019-11-08,Dallas Mavericks,DAL,New York Knicks,NYK,102,106,New York Knicks
2019-20,21900123,2019-11-08,Denver Nuggets,DEN,Philadelphia 76ers,PHI,100,97,Denver Nuggets
2019-20,21900124,2019-11-08,Utah Jazz,UTA,Milwaukee Bucks,MIL,103,100,Utah Jazz
2019-20,21900125,2019-11-08,Portland Trail Blazers,POR,Brooklyn Nets,BKN,115,119,Brooklyn Nets
2019-20,21900126,2019-11-08,Los Angeles Lakers,LAL,Miami Heat,MIA,95,80,Los Angeles Lakers
2019-20,21900127,2019-11-09,San Antonio Spurs,SAS,Boston Celtics,BOS,115,135,Boston Celtics
2019-20,21900128,2019-11-09,Charlotte Hornets,CHA,New Orleans Pelicans,NOP,110,115,New Orleans Pelicans
2019-20,21900129,2019-11-09,Chicago Bulls,CHI,Houston Rockets,HOU,94,117,Houston Rockets
2019-20,21900130,2019-11-09,Memphis Grizzlies,MEM,Dallas Mavericks,DAL,122,138,Dallas Mavericks
2019-20,21900131,2019-11-09,Oklahoma City Thunder,OKC,Golden State Warriors,GSW,114,108,Oklahoma City Thunder
2019-20,21900132,2019-11-10,Minnesota Timberwolves,MIN,Denver Nuggets,DEN,98,100,Denver Nuggets
2019-20,21900133,2019-11-10,Orlando Magic,ORL,Indiana Pacers,IND,102,109,Indiana Pacers
2019-20,21900134,2019-11-10,Philadelphia 76ers,PHI,Charlotte Hornets,CHA,114,106,Philadelphia 76ers
2019-20,21900135,2019-11-10,Oklahoma City Thunder,OKC,Milwaukee Bucks,MIL,119,121,Milwaukee Bucks
2019-20,21900136,2019-11-10,New York Knicks,NYK,Cleveland Cavaliers,CLE,87,108,Cleveland Cavaliers
2019-20,21900137,2019-11-10,Phoenix Suns,PHX,Brooklyn Nets,BKN,138,112,Phoenix Suns
2019-20,21900138,2019-11-10,Portland Trail Blazers,POR,Atlanta Hawks,ATL,124,113,Portland Trail Blazers
2019-20,21900139,2019-11-10,Los Angeles Lakers,LAL,Toronto Raptors,TOR,104,113,Toronto Raptors
2019-20,21900140,2019-11-11,Detroit Pistons,DET,Minnesota Timberwolves,MIN,114,120,Minnesota Timberwolves
2019-20,21900141,2019-11-11,Boston Celtics,BOS,Dallas Mavericks,DAL,116,106,Boston Celtics
2019-20,21900142,2019-11-11,New Orleans Pelicans,NOP,Houston Rockets,HOU,116,122,Houston Rockets
2019-20,21900143,2019-11-11,San Antonio Spurs,SAS,Memphis Grizzlies,MEM,109,113,Memphis Grizzlies
2019-20,21900144,2019-11-11,Golden State Warriors,GSW,Utah Jazz,UTA,108,122,Utah Jazz
2019-20,21900145,2019-11-11,LA Clippers,LAC,Toronto Raptors,TOR,98,88,LA Clippers
2019-20,21900146,2019-11-12,Indiana Pacers,IND,Oklahoma City Thunder,OKC,111,85,Indiana Pacers
2019-20,21900147,2019-11-12,Philadelphia 76ers,PHI,Cleveland Cavaliers,CLE,98,97,Philadelphia 76ers
2019-20,21900148,2019-11-12,Miami Heat,MIA,Detroit Pistons,DET,117,108,Miami Heat
